permutation,input_sample_id,brain_sample_id,kept_original_pair
478,FL-LAR-1,HC-LAR-13,False
478,FL-LAR-13,HC-LAR-1,False
478,FL-LAR-5,VC-LAR-5,False
478,HC-LAR-1,FL-LAR-1,False
478,HC-LAR-13,FL-LAR-5,False
478,HC-LAR-5,VC-LAR-1,False
478,VC-LAR-1,FL-LAR-13,False
478,VC-LAR-13,VC-LAR-13,True
478,VC-LAR-5,HC-LAR-5,False
479,FL-LAR-1,HC-LAR-1,False
479,FL-LAR-13,HC-LAR-5,False
479,FL-LAR-5,HC-LAR-13,False
479,HC-LAR-1,FL-LAR-13,False
479,HC-LAR-13,VC-LAR-5,False
479,HC-LAR-5,VC-LAR-13,False
479,VC-LAR-1,FL-LAR-5,False
479,VC-LAR-13,FL-LAR-1,False
479,VC-LAR-5,VC-LAR-1,False
480,FL-LAR-1,VC-LAR-13,False
480,FL-LAR-13,VC-LAR-1,False
480,FL-LAR-5,FL-LAR-1,False
480,HC-LAR-1,HC-LAR-1,True
480,HC-LAR-13,VC-LAR-5,False
480,HC-LAR-5,FL-LAR-5,False
480,VC-LAR-1,HC-LAR-13,False
480,VC-LAR-13,HC-LAR-5,False
480,VC-LAR-5,FL-LAR-13,False
481,FL-LAR-1,VC-LAR-1,False
481,FL-LAR-13,HC-LAR-5,False
481,FL-LAR-5,HC-LAR-1,False
481,HC-LAR-1,FL-LAR-1,False
481,HC-LAR-13,FL-LAR-5,False
481,HC-LAR-5,HC-LAR-13,False
481,VC-LAR-1,VC-LAR-13,False
481,VC-LAR-13,FL-LAR-13,False
481,VC-LAR-5,VC-LAR-5,True
482,FL-LAR-1,VC-LAR-13,False
482,FL-LAR-13,HC-LAR-1,False
482,FL-LAR-5,HC-LAR-5,False
482,HC-LAR-1,HC-LAR-13,False
482,HC-LAR-13,FL-LAR-13,False
482,HC-LAR-5,FL-LAR-5,False
482,VC-LAR-1,VC-LAR-5,False
482,VC-LAR-13,VC-LAR-1,False
482,VC-LAR-5,FL-LAR-1,False
483,FL-LAR-1,VC-LAR-5,False
483,FL-LAR-13,FL-LAR-13,True
483,FL-LAR-5,FL-LAR-1,False
483,HC-LAR-1,FL-LAR-5,False
483,HC-LAR-13,HC-LAR-1,False
483,HC-LAR-5,HC-LAR-13,False
483,VC-LAR-1,VC-LAR-13,False
483,VC-LAR-13,VC-LAR-1,False
483,VC-LAR-5,HC-LAR-5,False
484,FL-LAR-1,VC-LAR-5,False
484,FL-LAR-13,FL-LAR-13,True
484,FL-LAR-5,FL-LAR-5,True
484,HC-LAR-1,VC-LAR-1,False
484,HC-LAR-13,FL-LAR-1,False
484,HC-LAR-5,VC-LAR-13,False
484,VC-LAR-1,HC-LAR-1,False
484,VC-LAR-13,HC-LAR-13,False
484,VC-LAR-5,HC-LAR-5,False
485,FL-LAR-1,FL-LAR-1,True
485,FL-LAR-13,VC-LAR-1,False
485,FL-LAR-5,VC-LAR-13,False
485,HC-LAR-1,HC-LAR-5,False
485,HC-LAR-13,HC-LAR-13,True
485,HC-LAR-5,FL-LAR-5,False
485,VC-LAR-1,HC-LAR-1,False
485,VC-LAR-13,FL-LAR-13,False
485,VC-LAR-5,VC-LAR-5,True
486,FL-LAR-1,VC-LAR-1,False
486,FL-LAR-13,HC-LAR-13,False
486,FL-LAR-5,FL-LAR-5,True
486,HC-LAR-1,VC-LAR-5,False
486,HC-LAR-13,HC-LAR-1,False
486,HC-LAR-5,VC-LAR-13,False
486,VC-LAR-1,HC-LAR-5,False
486,VC-LAR-13,FL-LAR-1,False
486,VC-LAR-5,FL-LAR-13,False
487,FL-LAR-1,HC-LAR-5,False
487,FL-LAR-13,FL-LAR-1,False
487,FL-LAR-5,VC-LAR-13,False
487,HC-LAR-1,VC-LAR-1,False
487,HC-LAR-13,VC-LAR-5,False
487,HC-LAR-5,FL-LAR-5,False
487,VC-LAR-1,HC-LAR-1,False
487,VC-LAR-13,FL-LAR-13,False
487,VC-LAR-5,HC-LAR-13,False
488,FL-LAR-1,HC-LAR-13,False
488,FL-LAR-13,FL-LAR-13,True
488,FL-LAR-5,HC-LAR-5,False
488,HC-LAR-1,FL-LAR-1,False
488,HC-LAR-13,VC-LAR-5,False
488,HC-LAR-5,FL-LAR-5,False
488,VC-LAR-1,VC-LAR-1,True
488,VC-LAR-13,VC-LAR-13,True
488,VC-LAR-5,HC-LAR-1,False
489,FL-LAR-1,FL-LAR-5,False
489,FL-LAR-13,HC-LAR-5,False
489,FL-LAR-5,HC-LAR-1,False
489,HC-LAR-1,VC-LAR-5,False
489,HC-LAR-13,VC-LAR-1,False
489,HC-LAR-5,FL-LAR-1,False
489,VC-LAR-1,HC-LAR-13,False
489,VC-LAR-13,VC-LAR-13,True
489,VC-LAR-5,FL-LAR-13,False
490,FL-LAR-1,HC-LAR-1,False
490,FL-LAR-13,VC-LAR-13,False
490,FL-LAR-5,HC-LAR-13,False
490,HC-LAR-1,FL-LAR-1,False
490,HC-LAR-13,VC-LAR-1,False
490,HC-LAR-5,HC-LAR-5,True
490,VC-LAR-1,FL-LAR-13,False
490,VC-LAR-13,FL-LAR-5,False
490,VC-LAR-5,VC-LAR-5,True
491,FL-LAR-1,HC-LAR-13,False
491,FL-LAR-13,VC-LAR-1,False
491,FL-LAR-5,VC-LAR-5,False
491,HC-LAR-1,HC-LAR-5,False
491,HC-LAR-13,HC-LAR-1,False
491,HC-LAR-5,FL-LAR-13,False
491,VC-LAR-1,FL-LAR-1,False
491,VC-LAR-13,FL-LAR-5,False
491,VC-LAR-5,VC-LAR-13,False
492,FL-LAR-1,HC-LAR-1,False
492,FL-LAR-13,HC-LAR-5,False
492,FL-LAR-5,HC-LAR-13,False
492,HC-LAR-1,FL-LAR-5,False
492,HC-LAR-13,FL-LAR-1,False
492,HC-LAR-5,VC-LAR-1,False
492,VC-LAR-1,VC-LAR-13,False
492,VC-LAR-13,VC-LAR-5,False
492,VC-LAR-5,FL-LAR-13,False
493,FL-LAR-1,FL-LAR-13,False
493,FL-LAR-13,HC-LAR-5,False
493,FL-LAR-5,FL-LAR-1,False
493,HC-LAR-1,HC-LAR-1,True
493,HC-LAR-13,VC-LAR-13,False
493,HC-LAR-5,HC-LAR-13,False
493,VC-LAR-1,FL-LAR-5,False
493,VC-LAR-13,VC-LAR-5,False
493,VC-LAR-5,VC-LAR-1,False
494,FL-LAR-1,HC-LAR-13,False
494,FL-LAR-13,FL-LAR-5,False
494,FL-LAR-5,HC-LAR-5,False
494,HC-LAR-1,HC-LAR-1,True
494,HC-LAR-13,VC-LAR-5,False
494,HC-LAR-5,FL-LAR-1,False
494,VC-LAR-1,VC-LAR-13,False
494,VC-LAR-13,VC-LAR-1,False
494,VC-LAR-5,FL-LAR-13,False
495,FL-LAR-1,FL-LAR-5,False
495,FL-LAR-13,VC-LAR-5,False
495,FL-LAR-5,FL-LAR-13,False
495,HC-LAR-1,HC-LAR-1,True
495,HC-LAR-13,FL-LAR-1,False
495,HC-LAR-5,HC-LAR-13,False
495,VC-LAR-1,VC-LAR-1,True
495,VC-LAR-13,HC-LAR-5,False
495,VC-LAR-5,VC-LAR-13,False
496,FL-LAR-1,FL-LAR-1,True
496,FL-LAR-13,VC-LAR-1,False
496,FL-LAR-5,FL-LAR-5,True
496,HC-LAR-1,VC-LAR-5,False
496,HC-LAR-13,VC-LAR-13,False
496,HC-LAR-5,HC-LAR-13,False
496,VC-LAR-1,HC-LAR-5,False
496,VC-LAR-13,FL-LAR-13,False
496,VC-LAR-5,HC-LAR-1,False
497,FL-LAR-1,FL-LAR-5,False
497,FL-LAR-13,HC-LAR-5,False
497,FL-LAR-5,VC-LAR-13,False
497,HC-LAR-1,HC-LAR-1,True
497,HC-LAR-13,VC-LAR-1,False
497,HC-LAR-5,HC-LAR-13,False
497,VC-LAR-1,FL-LAR-13,False
497,VC-LAR-13,FL-LAR-1,False
497,VC-LAR-5,VC-LAR-5,True
498,FL-LAR-1,HC-LAR-5,False
498,FL-LAR-13,FL-LAR-13,True
498,FL-LAR-5,HC-LAR-1,False
498,HC-LAR-1,FL-LAR-1,False
498,HC-LAR-13,VC-LAR-1,False
498,HC-LAR-5,VC-LAR-13,False
498,VC-LAR-1,HC-LAR-13,False
498,VC-LAR-13,VC-LAR-5,False
498,VC-LAR-5,FL-LAR-5,False
499,FL-LAR-1,FL-LAR-13,False
499,FL-LAR-13,FL-LAR-1,False
499,FL-LAR-5,VC-LAR-5,False
499,HC-LAR-1,HC-LAR-5,False
499,HC-LAR-13,VC-LAR-1,False
499,HC-LAR-5,FL-LAR-5,False
499,VC-LAR-1,VC-LAR-13,False
499,VC-LAR-13,HC-LAR-1,False
499,VC-LAR-5,HC-LAR-13,False
500,FL-LAR-1,FL-LAR-1,True
500,FL-LAR-13,FL-LAR-13,True
500,FL-LAR-5,HC-LAR-5,False
500,HC-LAR-1,VC-LAR-1,False
500,HC-LAR-13,HC-LAR-1,False
500,HC-LAR-5,HC-LAR-13,False
500,VC-LAR-1,FL-LAR-5,False
500,VC-LAR-13,VC-LAR-13,True
500,VC-LAR-5,VC-LAR-5,True
501,FL-LAR-1,FL-LAR-5,False
501,FL-LAR-13,FL-LAR-13,True
501,FL-LAR-5,VC-LAR-1,False
501,HC-LAR-1,HC-LAR-1,True
501,HC-LAR-13,VC-LAR-5,False
501,HC-LAR-5,HC-LAR-5,True
501,VC-LAR-1,FL-LAR-1,False
501,VC-LAR-13,HC-LAR-13,False
501,VC-LAR-5,VC-LAR-13,False
502,FL-LAR-1,HC-LAR-5,False
502,FL-LAR-13,FL-LAR-5,False
502,FL-LAR-5,HC-LAR-1,False
502,HC-LAR-1,FL-LAR-1,False
502,HC-LAR-13,FL-LAR-13,False
502,HC-LAR-5,VC-LAR-13,False
502,VC-LAR-1,VC-LAR-5,False
502,VC-LAR-13,VC-LAR-1,False
502,VC-LAR-5,HC-LAR-13,False
503,FL-LAR-1,VC-LAR-13,False
503,FL-LAR-13,HC-LAR-1,False
503,FL-LAR-5,FL-LAR-13,False
503,HC-LAR-1,VC-LAR-1,False
503,HC-LAR-13,HC-LAR-5,False
503,HC-LAR-5,FL-LAR-5,False
503,VC-LAR-1,VC-LAR-5,False
503,VC-LAR-13,FL-LAR-1,False
503,VC-LAR-5,HC-LAR-13,False
504,FL-LAR-1,VC-LAR-1,False
504,FL-LAR-13,VC-LAR-5,False
504,FL-LAR-5,FL-LAR-5,True
504,HC-LAR-1,VC-LAR-13,False
504,HC-LAR-13,HC-LAR-1,False
504,HC-LAR-5,FL-LAR-1,False
504,VC-LAR-1,HC-LAR-13,False
504,VC-LAR-13,FL-LAR-13,False
504,VC-LAR-5,HC-LAR-5,False
505,FL-LAR-1,FL-LAR-1,True
505,FL-LAR-13,HC-LAR-1,False
505,FL-LAR-5,HC-LAR-13,False
505,HC-LAR-1,HC-LAR-5,False
505,HC-LAR-13,FL-LAR-13,False
505,HC-LAR-5,FL-LAR-5,False
505,VC-LAR-1,VC-LAR-1,True
505,VC-LAR-13,VC-LAR-5,False
505,VC-LAR-5,VC-LAR-13,False
506,FL-LAR-1,FL-LAR-1,True
506,FL-LAR-13,HC-LAR-13,False
506,FL-LAR-5,VC-LAR-1,False
506,HC-LAR-1,HC-LAR-1,True
506,HC-LAR-13,FL-LAR-5,False
506,HC-LAR-5,FL-LAR-13,False
506,VC-LAR-1,VC-LAR-13,False
506,VC-LAR-13,VC-LAR-5,False
506,VC-LAR-5,HC-LAR-5,False
507,FL-LAR-1,VC-LAR-1,False
507,FL-LAR-13,FL-LAR-5,False
507,FL-LAR-5,FL-LAR-13,False
507,HC-LAR-1,HC-LAR-5,False
507,HC-LAR-13,FL-LAR-1,False
507,HC-LAR-5,VC-LAR-5,False
507,VC-LAR-1,HC-LAR-13,False
507,VC-LAR-13,HC-LAR-1,False
507,VC-LAR-5,VC-LAR-13,False
508,FL-LAR-1,VC-LAR-13,False
508,FL-LAR-13,FL-LAR-13,True
508,FL-LAR-5,HC-LAR-5,False
508,HC-LAR-1,FL-LAR-5,False
508,HC-LAR-13,HC-LAR-1,False
508,HC-LAR-5,VC-LAR-1,False
508,VC-LAR-1,VC-LAR-5,False
508,VC-LAR-13,FL-LAR-1,False
508,VC-LAR-5,HC-LAR-13,False
509,FL-LAR-1,FL-LAR-5,False
509,FL-LAR-13,HC-LAR-5,False
509,FL-LAR-5,HC-LAR-13,False
509,HC-LAR-1,VC-LAR-1,False
509,HC-LAR-13,HC-LAR-1,False
509,HC-LAR-5,FL-LAR-13,False
509,VC-LAR-1,FL-LAR-1,False
509,VC-LAR-13,VC-LAR-13,True
509,VC-LAR-5,VC-LAR-5,True
510,FL-LAR-1,VC-LAR-13,False
510,FL-LAR-13,FL-LAR-1,False
510,FL-LAR-5,VC-LAR-1,False
510,HC-LAR-1,HC-LAR-13,False
510,HC-LAR-13,VC-LAR-5,False
510,HC-LAR-5,FL-LAR-13,False
510,VC-LAR-1,FL-LAR-5,False
510,VC-LAR-13,HC-LAR-1,False
510,VC-LAR-5,HC-LAR-5,False
511,FL-LAR-1,HC-LAR-13,False
511,FL-LAR-13,HC-LAR-1,False
511,FL-LAR-5,FL-LAR-1,False
511,HC-LAR-1,FL-LAR-5,False
511,HC-LAR-13,VC-LAR-1,False
511,HC-LAR-5,HC-LAR-5,True
511,VC-LAR-1,FL-LAR-13,False
511,VC-LAR-13,VC-LAR-5,False
511,VC-LAR-5,VC-LAR-13,False
512,FL-LAR-1,FL-LAR-13,False
512,FL-LAR-13,HC-LAR-5,False
512,FL-LAR-5,VC-LAR-1,False
512,HC-LAR-1,HC-LAR-1,True
512,HC-LAR-13,FL-LAR-1,False
512,HC-LAR-5,FL-LAR-5,False
512,VC-LAR-1,VC-LAR-5,False
512,VC-LAR-13,VC-LAR-13,True
512,VC-LAR-5,HC-LAR-13,False
513,FL-LAR-1,HC-LAR-5,False
513,FL-LAR-13,VC-LAR-1,False
513,FL-LAR-5,FL-LAR-5,True
513,HC-LAR-1,FL-LAR-13,False
513,HC-LAR-13,HC-LAR-13,True
513,HC-LAR-5,VC-LAR-5,False
513,VC-LAR-1,HC-LAR-1,False
513,VC-LAR-13,VC-LAR-13,True
513,VC-LAR-5,FL-LAR-1,False
514,FL-LAR-1,VC-LAR-5,False
514,FL-LAR-13,HC-LAR-1,False
514,FL-LAR-5,HC-LAR-5,False
514,HC-LAR-1,VC-LAR-13,False
514,HC-LAR-13,VC-LAR-1,False
514,HC-LAR-5,FL-LAR-1,False
514,VC-LAR-1,FL-LAR-13,False
514,VC-LAR-13,FL-LAR-5,False
514,VC-LAR-5,HC-LAR-13,False
515,FL-LAR-1,VC-LAR-13,False
515,FL-LAR-13,FL-LAR-1,False
515,FL-LAR-5,VC-LAR-5,False
515,HC-LAR-1,FL-LAR-5,False
515,HC-LAR-13,HC-LAR-5,False
515,HC-LAR-5,VC-LAR-1,False
515,VC-LAR-1,HC-LAR-1,False
515,VC-LAR-13,FL-LAR-13,False
515,VC-LAR-5,HC-LAR-13,False
516,FL-LAR-1,FL-LAR-5,False
516,FL-LAR-13,VC-LAR-5,False
516,FL-LAR-5,FL-LAR-13,False
516,HC-LAR-1,HC-LAR-1,True
516,HC-LAR-13,FL-LAR-1,False
516,HC-LAR-5,HC-LAR-5,True
516,VC-LAR-1,VC-LAR-1,True
516,VC-LAR-13,VC-LAR-13,True
516,VC-LAR-5,HC-LAR-13,False
517,FL-LAR-1,FL-LAR-13,False
517,FL-LAR-13,FL-LAR-5,False
517,FL-LAR-5,VC-LAR-5,False
517,HC-LAR-1,VC-LAR-1,False
517,HC-LAR-13,FL-LAR-1,False
517,HC-LAR-5,VC-LAR-13,False
517,VC-LAR-1,HC-LAR-13,False
517,VC-LAR-13,HC-LAR-1,False
517,VC-LAR-5,HC-LAR-5,False
518,FL-LAR-1,VC-LAR-5,False
518,FL-LAR-13,FL-LAR-5,False
518,FL-LAR-5,FL-LAR-13,False
518,HC-LAR-1,FL-LAR-1,False
518,HC-LAR-13,HC-LAR-5,False
518,HC-LAR-5,HC-LAR-1,False
518,VC-LAR-1,HC-LAR-13,False
518,VC-LAR-13,VC-LAR-1,False
518,VC-LAR-5,VC-LAR-13,False
519,FL-LAR-1,HC-LAR-5,False
519,FL-LAR-13,VC-LAR-1,False
519,FL-LAR-5,FL-LAR-13,False
519,HC-LAR-1,FL-LAR-5,False
519,HC-LAR-13,VC-LAR-5,False
519,HC-LAR-5,HC-LAR-1,False
519,VC-LAR-1,FL-LAR-1,False
519,VC-LAR-13,HC-LAR-13,False
519,VC-LAR-5,VC-LAR-13,False
520,FL-LAR-1,HC-LAR-13,False
520,FL-LAR-13,FL-LAR-13,True
520,FL-LAR-5,VC-LAR-13,False
520,HC-LAR-1,HC-LAR-1,True
520,HC-LAR-13,VC-LAR-5,False
520,HC-LAR-5,FL-LAR-1,False
520,VC-LAR-1,HC-LAR-5,False
520,VC-LAR-13,VC-LAR-1,False
520,VC-LAR-5,FL-LAR-5,False
521,FL-LAR-1,FL-LAR-5,False
521,FL-LAR-13,VC-LAR-5,False
521,FL-LAR-5,HC-LAR-1,False
521,HC-LAR-1,FL-LAR-13,False
521,HC-LAR-13,FL-LAR-1,False
521,HC-LAR-5,VC-LAR-1,False
521,VC-LAR-1,VC-LAR-13,False
521,VC-LAR-13,HC-LAR-5,False
521,VC-LAR-5,HC-LAR-13,False
522,FL-LAR-1,VC-LAR-5,False
522,FL-LAR-13,FL-LAR-5,False
522,FL-LAR-5,HC-LAR-1,False
522,HC-LAR-1,HC-LAR-5,False
522,HC-LAR-13,FL-LAR-1,False
522,HC-LAR-5,VC-LAR-13,False
522,VC-LAR-1,HC-LAR-13,False
522,VC-LAR-13,FL-LAR-13,False
522,VC-LAR-5,VC-LAR-1,False
523,FL-LAR-1,VC-LAR-5,False
523,FL-LAR-13,VC-LAR-1,False
523,FL-LAR-5,HC-LAR-5,False
523,HC-LAR-1,VC-LAR-13,False
523,HC-LAR-13,HC-LAR-1,False
523,HC-LAR-5,HC-LAR-13,False
523,VC-LAR-1,FL-LAR-1,False
523,VC-LAR-13,FL-LAR-13,False
523,VC-LAR-5,FL-LAR-5,False
524,FL-LAR-1,HC-LAR-1,False
524,FL-LAR-13,HC-LAR-5,False
524,FL-LAR-5,FL-LAR-5,True
524,HC-LAR-1,FL-LAR-13,False
524,HC-LAR-13,FL-LAR-1,False
524,HC-LAR-5,HC-LAR-13,False
524,VC-LAR-1,VC-LAR-1,True
524,VC-LAR-13,VC-LAR-13,True
524,VC-LAR-5,VC-LAR-5,True
525,FL-LAR-1,VC-LAR-13,False
525,FL-LAR-13,HC-LAR-5,False
525,FL-LAR-5,HC-LAR-13,False
525,HC-LAR-1,VC-LAR-5,False
525,HC-LAR-13,FL-LAR-13,False
525,HC-LAR-5,VC-LAR-1,False
525,VC-LAR-1,HC-LAR-1,False
525,VC-LAR-13,FL-LAR-5,False
525,VC-LAR-5,FL-LAR-1,False
526,FL-LAR-1,FL-LAR-5,False
526,FL-LAR-13,VC-LAR-5,False
526,FL-LAR-5,HC-LAR-5,False
526,HC-LAR-1,FL-LAR-1,False
526,HC-LAR-13,FL-LAR-13,False
526,HC-LAR-5,VC-LAR-1,False
526,VC-LAR-1,HC-LAR-13,False
526,VC-LAR-13,HC-LAR-1,False
526,VC-LAR-5,VC-LAR-13,False
527,FL-LAR-1,VC-LAR-1,False
527,FL-LAR-13,VC-LAR-5,False
527,FL-LAR-5,FL-LAR-5,True
527,HC-LAR-1,FL-LAR-1,False
527,HC-LAR-13,HC-LAR-13,True
527,HC-LAR-5,HC-LAR-1,False
527,VC-LAR-1,FL-LAR-13,False
527,VC-LAR-13,HC-LAR-5,False
527,VC-LAR-5,VC-LAR-13,False
528,FL-LAR-1,HC-LAR-5,False
528,FL-LAR-13,HC-LAR-13,False
528,FL-LAR-5,HC-LAR-1,False
528,HC-LAR-1,FL-LAR-5,False
528,HC-LAR-13,VC-LAR-1,False
528,HC-LAR-5,VC-LAR-5,False
528,VC-LAR-1,FL-LAR-1,False
528,VC-LAR-13,VC-LAR-13,True
528,VC-LAR-5,FL-LAR-13,False
529,FL-LAR-1,HC-LAR-1,False
529,FL-LAR-13,VC-LAR-13,False
529,FL-LAR-5,HC-LAR-13,False
529,HC-LAR-1,HC-LAR-5,False
529,HC-LAR-13,VC-LAR-1,False
529,HC-LAR-5,VC-LAR-5,False
529,VC-LAR-1,FL-LAR-5,False
529,VC-LAR-13,FL-LAR-13,False
529,VC-LAR-5,FL-LAR-1,False
530,FL-LAR-1,FL-LAR-13,False
530,FL-LAR-13,VC-LAR-13,False
530,FL-LAR-5,VC-LAR-1,False
530,HC-LAR-1,VC-LAR-5,False
530,HC-LAR-13,FL-LAR-1,False
530,HC-LAR-5,HC-LAR-13,False
530,VC-LAR-1,HC-LAR-1,False
530,VC-LAR-13,FL-LAR-5,False
530,VC-LAR-5,HC-LAR-5,False
531,FL-LAR-1,VC-LAR-13,False
531,FL-LAR-13,FL-LAR-1,False
531,FL-LAR-5,FL-LAR-5,True
531,HC-LAR-1,HC-LAR-5,False
531,HC-LAR-13,HC-LAR-13,True
531,HC-LAR-5,FL-LAR-13,False
531,VC-LAR-1,VC-LAR-5,False
531,VC-LAR-13,HC-LAR-1,False
531,VC-LAR-5,VC-LAR-1,False
532,FL-LAR-1,HC-LAR-5,False
532,FL-LAR-13,FL-LAR-5,False
532,FL-LAR-5,VC-LAR-1,False
532,HC-LAR-1,FL-LAR-13,False
532,HC-LAR-13,HC-LAR-13,True
532,HC-LAR-5,VC-LAR-5,False
532,VC-LAR-1,VC-LAR-13,False
532,VC-LAR-13,HC-LAR-1,False
532,VC-LAR-5,FL-LAR-1,False
533,FL-LAR-1,HC-LAR-13,False
533,FL-LAR-13,VC-LAR-1,False
533,FL-LAR-5,FL-LAR-5,True
533,HC-LAR-1,HC-LAR-5,False
533,HC-LAR-13,FL-LAR-13,False
533,HC-LAR-5,VC-LAR-5,False
533,VC-LAR-1,FL-LAR-1,False
533,VC-LAR-13,VC-LAR-13,True
533,VC-LAR-5,HC-LAR-1,False
534,FL-LAR-1,VC-LAR-13,False
534,FL-LAR-13,VC-LAR-1,False
534,FL-LAR-5,FL-LAR-13,False
534,HC-LAR-1,HC-LAR-13,False
534,HC-LAR-13,HC-LAR-1,False
534,HC-LAR-5,FL-LAR-5,False
534,VC-LAR-1,VC-LAR-5,False
534,VC-LAR-13,FL-LAR-1,False
534,VC-LAR-5,HC-LAR-5,False
535,FL-LAR-1,HC-LAR-5,False
535,FL-LAR-13,VC-LAR-1,False
535,FL-LAR-5,FL-LAR-5,True
535,HC-LAR-1,FL-LAR-13,False
535,HC-LAR-13,FL-LAR-1,False
535,HC-LAR-5,VC-LAR-5,False
535,VC-LAR-1,HC-LAR-1,False
535,VC-LAR-13,VC-LAR-13,True
535,VC-LAR-5,HC-LAR-13,False
536,FL-LAR-1,HC-LAR-5,False
536,FL-LAR-13,VC-LAR-13,False
536,FL-LAR-5,HC-LAR-1,False
536,HC-LAR-1,FL-LAR-5,False
536,HC-LAR-13,FL-LAR-13,False
536,HC-LAR-5,FL-LAR-1,False
536,VC-LAR-1,VC-LAR-1,True
536,VC-LAR-13,HC-LAR-13,False
536,VC-LAR-5,VC-LAR-5,True
537,FL-LAR-1,FL-LAR-13,False
537,FL-LAR-13,FL-LAR-1,False
537,FL-LAR-5,HC-LAR-1,False
537,HC-LAR-1,HC-LAR-13,False
537,HC-LAR-13,FL-LAR-5,False
537,HC-LAR-5,VC-LAR-5,False
537,VC-LAR-1,VC-LAR-1,True
537,VC-LAR-13,HC-LAR-5,False
537,VC-LAR-5,VC-LAR-13,False
538,FL-LAR-1,FL-LAR-1,True
538,FL-LAR-13,VC-LAR-5,False
538,FL-LAR-5,HC-LAR-5,False
538,HC-LAR-1,FL-LAR-5,False
538,HC-LAR-13,HC-LAR-1,False
538,HC-LAR-5,VC-LAR-13,False
538,VC-LAR-1,FL-LAR-13,False
538,VC-LAR-13,HC-LAR-13,False
538,VC-LAR-5,VC-LAR-1,False
539,FL-LAR-1,FL-LAR-5,False
539,FL-LAR-13,FL-LAR-13,True
539,FL-LAR-5,VC-LAR-1,False
539,HC-LAR-1,VC-LAR-13,False
539,HC-LAR-13,FL-LAR-1,False
539,HC-LAR-5,VC-LAR-5,False
539,VC-LAR-1,HC-LAR-13,False
539,VC-LAR-13,HC-LAR-5,False
539,VC-LAR-5,HC-LAR-1,False
540,FL-LAR-1,FL-LAR-13,False
540,FL-LAR-13,HC-LAR-1,False
540,FL-LAR-5,VC-LAR-13,False
540,HC-LAR-1,HC-LAR-5,False
540,HC-LAR-13,HC-LAR-13,True
540,HC-LAR-5,VC-LAR-5,False
540,VC-LAR-1,FL-LAR-5,False
540,VC-LAR-13,FL-LAR-1,False
540,VC-LAR-5,VC-LAR-1,False
541,FL-LAR-1,VC-LAR-1,False
541,FL-LAR-13,FL-LAR-1,False
541,FL-LAR-5,HC-LAR-5,False
541,HC-LAR-1,HC-LAR-13,False
541,HC-LAR-13,VC-LAR-5,False
541,HC-LAR-5,VC-LAR-13,False
541,VC-LAR-1,FL-LAR-13,False
541,VC-LAR-13,HC-LAR-1,False
541,VC-LAR-5,FL-LAR-5,False
542,FL-LAR-1,FL-LAR-13,False
542,FL-LAR-13,HC-LAR-5,False
542,FL-LAR-5,VC-LAR-1,False
542,HC-LAR-1,HC-LAR-1,True
542,HC-LAR-13,FL-LAR-5,False
542,HC-LAR-5,HC-LAR-13,False
542,VC-LAR-1,VC-LAR-5,False
542,VC-LAR-13,VC-LAR-13,True
542,VC-LAR-5,FL-LAR-1,False
543,FL-LAR-1,HC-LAR-5,False
543,FL-LAR-13,VC-LAR-5,False
543,FL-LAR-5,HC-LAR-13,False
543,HC-LAR-1,FL-LAR-1,False
543,HC-LAR-13,HC-LAR-1,False
543,HC-LAR-5,FL-LAR-5,False
543,VC-LAR-1,VC-LAR-13,False
543,VC-LAR-13,FL-LAR-13,False
543,VC-LAR-5,VC-LAR-1,False
544,FL-LAR-1,HC-LAR-1,False
544,FL-LAR-13,VC-LAR-1,False
544,FL-LAR-5,HC-LAR-5,False
544,HC-LAR-1,FL-LAR-5,False
544,HC-LAR-13,VC-LAR-13,False
544,HC-LAR-5,VC-LAR-5,False
544,VC-LAR-1,FL-LAR-13,False
544,VC-LAR-13,HC-LAR-13,False
544,VC-LAR-5,FL-LAR-1,False
545,FL-LAR-1,HC-LAR-1,False
545,FL-LAR-13,HC-LAR-5,False
545,FL-LAR-5,FL-LAR-1,False
545,HC-LAR-1,VC-LAR-13,False
545,HC-LAR-13,HC-LAR-13,True
545,HC-LAR-5,FL-LAR-5,False
545,VC-LAR-1,FL-LAR-13,False
545,VC-LAR-13,VC-LAR-1,False
545,VC-LAR-5,VC-LAR-5,True
546,FL-LAR-1,FL-LAR-13,False
546,FL-LAR-13,VC-LAR-5,False
546,FL-LAR-5,HC-LAR-1,False
546,HC-LAR-1,HC-LAR-5,False
546,HC-LAR-13,FL-LAR-1,False
546,HC-LAR-5,HC-LAR-13,False
546,VC-LAR-1,VC-LAR-13,False
546,VC-LAR-13,FL-LAR-5,False
546,VC-LAR-5,VC-LAR-1,False
547,FL-LAR-1,FL-LAR-1,True
547,FL-LAR-13,HC-LAR-13,False
547,FL-LAR-5,VC-LAR-13,False
547,HC-LAR-1,FL-LAR-5,False
547,HC-LAR-13,HC-LAR-1,False
547,HC-LAR-5,VC-LAR-5,False
547,VC-LAR-1,VC-LAR-1,True
547,VC-LAR-13,FL-LAR-13,False
547,VC-LAR-5,HC-LAR-5,False
548,FL-LAR-1,VC-LAR-13,False
548,FL-LAR-13,FL-LAR-13,True
548,FL-LAR-5,VC-LAR-5,False
548,HC-LAR-1,VC-LAR-1,False
548,HC-LAR-13,HC-LAR-1,False
